node ID: 2079_hp, ground truth SMILE: COC(=O)CC1=CNC2=CC=CC=C21
smiles: COC1=NC(=C2C(=N1)N(C=N2)[C@H]3C[C@@H]([C@H](O3)CO)O)N, s:  0.00078
smiles: C1[C@@H](OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00078
smiles: C1C(OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00078
smiles: C1[C@H](OC(C(C1O)O)N2C=NC3=C(N=CN=C32)N)CO, s:  0.00078
smiles: C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H](O[C@H]([C@@H]3O)CO)CO)N, s:  0.00077
node ID: 4962_hypos, ground truth SMILE: CC(=CCCC(=CC=O)C)C
top 20 test cadidates: 
smiles: CC1([C@@H]2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: CC1([C@H]2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: C[C@@]12CCC(C1(C)C)CC2=O, s:  0.00025
smiles: CC1(C2CCC1(C(=O)C2)C)C, s:  0.00025
smiles: C[C@@]12CC[C@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@@]12CC[C@@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@]12CC[C@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@]12CC[C@@H](C1(C)C)CC2=O, s:  0.00025
smiles: C[C@]12CCC(C1(C)C)CC2=O, s:  0.00025
smiles: CC1(C(=O)CC2C1(CC2)C)C, s:  0.00017
smiles: C[C@]12C[C@H](C1(C)C)CCC2=O, s:  0.00015
smiles: C[C@@]12CCCCC[C@@H]1CC2=O, s:  0.00015
smiles: CC1([C@H]2CC[C@@]1(C(=C)C2)O)C, s:  0.00015
smiles: CC1([C@H]2CC[C@]1(C(=C)C2)O)C, s:  0.00015
smiles: CC1(C2CCC1(C(=C)C2)O)C, s:  0.00015
smiles: CC1CC(=O)C2(C1(CC2)C)C, s:  0.00015
smiles: CCC12CC(C1(C)C)CC2=O, s:  0.00014
smiles: C[C@H]1CCC[C@@H]2[C@]1(C(=O)C2)C, s:  0.00014
smiles: C[C@@H]1CCC[C@@H]2[C@]1(C(=O)C2)C, s:  0.00014
smiles: CC1(CC2CC(=O)C1(C2)C)C, s:  0.00014
node ID: 5581_hp, ground truth SMILE: CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O
top 20 test cadidates: 
smiles: CCCCCCCOC1=CC=C(C=C1)C/C(=N/O)/C, s:  0.00004
smiles: CCCNCC(C)(CC1CCOC2=CC=CC=C12)O, s:  0.00004
smiles: CC(C)C1=CC(=CN(C(C)C)O)C=C(C1=O)C(C)C, s:  0.00004
smiles: CC(C)NCC(C)(CC1CCOC2=CC=CC=C12)O, s:  0.00004
smiles: CCCNCCC(C)(C1=CC=CC2=C1OCCC2)O, s:  0.00004
smiles: CCCNCC(C)(CCC1=CC2=C(C=C1)OCC2)O, s:  0.00004
smiles: CCCNC(CC1CCCO1)CC2=CC=C(C=C2)O, s:  0.00004
smiles: CCCNC(CC1CCCO1)CC2=CC(=CC=C2)O, s:  0.00004
smiles: CCCNCC(C)(CC1C2=CC=CC=C2CCO1)O, s:  0.00004
smiles: CCCCCCCOC1=CC=C(C=C1)/C(=N/O)/CC, s:  0.00004
smiles: CCCNCC1(CCOCC1)CC2=CC=C(C=C2)O, s:  0.00004
smiles: CCNCCC(C)(CC1CCOC2=CC=CC=C12)O, s:  0.00004
smiles: CC(C)CC1=CC=C(C=C1)C(C)C(=O)N(C(C)C)O, s:  0.00004
smiles: CCCNC(CC1=CC=C(C=C1)O)C2CCOCC2, s:  0.00004
smiles: CCN(C)C[C@H]1CC[C@H](O1)CC2=CC(=CC=C2)CO, s:  0.00004
smiles: CCCNCC1(CCOC1C)CC2=CC=C(C=C2)O, s:  0.00004
smiles: CCCNCC1(CCOCC1)CC2=CC(=CC=C2)O, s:  0.00004
smiles: CCCNCC1(CCCOC1)CC2=CC=C(C=C2)O, s:  0.00004
smiles: CC(C)NCCC(C)(C1=CC=CC2=C1OCCC2)O, s:  0.00004
smiles: CC(C)NCC(C)(CCC1=CC2=C(C=C1)OCC2)O, s:  0.00004
node ID: 13828_sedi, ground truth SMILE: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O
top 20 test cadidates: 
smiles: C[C@@H](COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO)O, s:  0.00316
smiles: C[C@H](CO)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)OC[C@@H](C)O, s:  0.00316
smiles: CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O, s:  0.00316
smiles: C[C@H](COC[C@H](C)OC[C@H](C)OC[C@H](C)OC[C@@H](C)OC[C@@H](C)OC[C@H](C)O)O, s:  0.00257
smiles: CCN(CC)CCOC1=C(C=C(C=C1)CNC(=NC)NCCCOCCOC)OC, s:  0.00172
smiles: CC(C)OC1=CC=C(C=C1)NC(=NCCCOCCOC)NCCN(C)CCOC, s:  0.00170
smiles: CC[C@H]([C@H]([C@H](C)CO)O)C(OCC1=CC=CC=C1)O[Si](C(C)C)(C(C)C)C(C)C, s:  0.00164
smiles: CC[Si](CC)(CC)C1=CC(=CO1)C(CCCCCCCCCCCO)OC(=O)C, s:  0.00163
smiles: CC(=O)OC(CCCCCCCCCCCO)C1=COC(=C1)[Si](C)(C)C(C)(C)C, s:  0.00163
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)C[C@H](COCC(C)C)O, s:  0.00162
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)CC(COCC(C)C)O, s:  0.00162
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)C[C@@H](COCC(C)C)O, s:  0.00162
smiles: CCCN(CCC)C(=O)C1=COC(=N1)CN2CCN(CC2)CC(COC(C)(C)C)O, s:  0.00162
smiles: CCO[C@H](C)COC(C)CO[C@@](C)(CO[C@@H](C)CO[C@H](C)CO[C@H](C)COC)O, s:  0.00161
smiles: COCCOCCOCCOC1=CC=C(C=C1)C[C@H]2CNCCNCCNCCN2, s:  0.00161
smiles: COCCOCCOCCOC1=CC=C(C=C1)C[C@@H]2CNCCNCCNCCN2, s:  0.00161
smiles: CCCC[C@@]1(CC[C@@]2(O1)CC[C@@H]([C@H](O2)CCO)C)[C@H](C#C)O[Si](C)(C)C(C)(C)C, s:  0.00161
smiles: CCC(C(=O)NC1=NNC(=C1)C(C)CCCC(C)(C)OC)NC(=O)C(C(C)(C)C)O, s:  0.00161
smiles: CCCCCCCCCN1C=C(N=N1)C2(COC(OC2)(C)C)NC(=O)OC(C)(C)C, s:  0.00160
smiles: C[C@H](C[C@H](C)[C@@H]([C@@H](C)CO)OCC1=CC=C(C=C1)OC)CO[Si](C)(C)C(C)(C)C, s:  0.00159
node ID: 8129_cj, ground truth SMILE: CCCCCCCCCCCCCCCC[N+](C)(C)C
top 20 test cadidates: 
smiles: CCCCCCCCCCCCCCCC[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCCCC[NH2+]CCC, s:  0.01414
smiles: CCCCCCCCCCCCCCCC[NH+](C)CC, s:  0.01414
smiles: CC(C)CCCCCCCCCCCCC[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCC(CCCCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCC(CCCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCC(CCCCCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCC(CCCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCCC(C)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCC(CC)[N+](C)(C)C, s:  0.01414
smiles: CC(C)CCCC(C)CCCC(C)CCC[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCC(CCCCCC)C[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCC(CCC)[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCCCCCCCC(C)C[N+](C)(C)C, s:  0.01414
smiles: CCCCCCCC(C)(C)C(C)(C)C(C)(C)[N+](C)(C)C, s:  0.01413
smiles: CC(C)(C)CCCC(CCCC[N+](C)(C)C)C(C)(C)C, s:  0.01413
smiles: CCC(CCCC(C)CCCC(C)C)CC[N+](C)(C)C, s:  0.01413
smiles: CCCCCCCCCCCCCCCCCCC[NH3+], s:  0.01405
smiles: CCCCCCCCCCCCCCCCC[NH+](C)C, s:  0.01404
smiles: CCCCCCCCCCCCCCCCCC[NH2+]C, s:  0.01404
node ID: 822_hyneg, ground truth SMILE: CC(C(=O)O)O
top 20 test cadidates: 
smiles: C(CO)C(=O)O, s:  0.00928
smiles: COOOC=C, s:  0.00925
smiles: C=C(CO)OO, s:  0.00922
smiles: COC(=C)OO, s:  0.00920
smiles: COCC(=O)O, s:  0.00920
smiles: C(COO)C=O, s:  0.00919
smiles: CC(C=O)OO, s:  0.00915
smiles: C(C(=O)CO)O, s:  0.00914
smiles: CC(=O)OOC, s:  0.00914
smiles: C=C(O)OCO, s:  0.00912
smiles: C(C=C(O)O)O, s:  0.00911
smiles: CC(=O)OCO, s:  0.00911
smiles: C(C=O)OCO, s:  0.00910
smiles: C(C(=CO)O)O, s:  0.00908
smiles: C(/C(=C/O)/O)O, s:  0.00908
smiles: C(/C(=C\O)/O)O, s:  0.00908
smiles: COC=C(O)O, s:  0.00908
smiles: C(COC=O)O, s:  0.00907
smiles: CC(=O)COO, s:  0.00907
smiles: C(C(C=O)O)O, s:  0.00906
node ID: 2642_hyneg, ground truth SMILE: C1=CC=C(C(=C1)C(=O)O)O
top 20 test cadidates: 
smiles: C1=CC=C(C(=C1)C(=O)O)O, s:  0.00249
smiles: [H+].C1=CC=C(C(=C1)C(=O)O)[O-], s:  0.00236
smiles: [2H]C1=CC=C(C(=C1)[O-])C(=O)O, s:  0.00210
smiles: C1=CC=C(C(=C1)C(=[O+])O)O, s:  0.00204
smiles: C1=CC=C(C=C1)OOC=O, s:  0.00204
smiles: C1=CC=C(C=C1)OC(=O)O, s:  0.00203
smiles: C1=CC(=CC(=C1)O)C(=O)O, s:  0.00202
smiles: C1=CC(=CC=C1C(=O)O)O, s:  0.00201
smiles: C=CC1=C(C=CO1)C(=O)O, s:  0.00201
smiles: C1=CC(=NN=C1)NC(=O)[O-], s:  0.00199
smiles: C1=CN=C(N=C1)NC(=O)[O-], s:  0.00198
smiles: C1=CN=NC=C1NC(=O)[O-], s:  0.00198
smiles: C1=CN=NN(C=C1)C(=O)[O-], s:  0.00198
smiles: C1=CN=CN=C1NC(=O)[O-], s:  0.00197
smiles: C1=C(C=NC=N1)NC(=O)[O-], s:  0.00197
smiles: C1=CN=C(C=N1)NC(=O)[O-], s:  0.00197
smiles: CC1=NC=C(N=N1)C(=O)[O-], s:  0.00197
smiles: C1C=CC(=O)C=C1C(=O)O, s:  0.00197
smiles: C1=CN=NC(=C1C(=O)[O-])N, s:  0.00197
smiles: C1=CN(N=CC=N1)C(=O)[O-], s:  0.00197
